"1)
Dolly Kirwan's mother is Betty (?).
2)
Alice of Saxe-Coburg and Gotha's mother is Queen Victoria.
3)
Mary Elizabeth Ponsonby's mother is Louisa Molesworth.
4)
Paul Leonard Newman's mother is Theresa Fetzer, (Terézia Feckova).
5)
Phoebe Ann Laub's mother is Lili Mann.
6)
Samuel Atkinson Waterston's mother is Mary (?)"	 Alice Tucker Atkinson	is Mary (?)	3,299,44037
"1)
Macaulay Carson Culkin's mother is Patricia Brent, Spinster.
2)
Mary Balfour's mother is Frances Ligonier.
3)
George John Shaw-Lefevre's mother is Rachel Emily Wright.
4)
Jane Holland's mother is Charlotte Lamb.
5)
Daniel Tyler's mother is Nicola Tyler.
6)
Deborah Vivien Freeman-Mitford's mother is Mary Elizabeth Freeman"	 Sydney Bowles	Elizabeth Freeman	322,641,13155
"1)
Anne Shuttleworth Holden's mother is Susan Drummond Moore.
2)
Keri Sue Greeves's mother is Jeri Ah-be-hill.
3)
Joseph Francis Keaton VI's mother is Myra Keaton.
4)
William Griffith Wilson's mother is Emily Griffith.
5)
Vincent Leonard Price, Jr.'s mother is Marguerite Wilcox.
6)
Norman Otto Olson II's mother is Mary Elizabeth Olson.
"	 Isabelle Trautlein	Elizabeth Olson.	176,623,379,11589,43297
"1)
Josephine Elizabeth Grey's mother is Hannah Eliza Annett.
2)
Heather Rima Te Wiata's mother is Beryl Te Wiata.
3)
Charles Fane De Salis's mother is Grace Elizabeth Henley.
4)
Count Edoardo Alessandro Mapelli Mozzi's mother is Nicola Burrows.
5)
Elizabeth Barrett Moulton-Barrett's mother is Mary Graham-Clarke.
6)
Benjamin Tasker Jr.'s mother is Mary Elizabeth Task"	 Anne Bladen	Elizabeth Task	9,130,32643
"1)
James Curtis DeBarge's mother is Etterlene DeBarge.
2)
Victoria Alexandra Olga Mary's mother is Alexandra of Denmark.
3)
Lucy Burwell Page's mother is Margaret Lowther Page.
4)
Daniel Foe's mother is Alice Marsh.
5)
Ferdinand Romualdez Marcos, Jr.'s mother is Imelda Marcos.
6)
Mark Richard Hamill's mother is Mary Elizabeth Ham"	 Virginia Hamill	Elizabeth Ham	24,4,10538
"1)
Anna Augusta Kershaw's mother is Sarah Oldrin.
2)
George Edward Peter Thorneycroft's mother is Dorothy Hope Franklyn.
3)
Rachel Meghan Markle's mother is Doria Ragland.
4)
William Josiah Smyly's mother is Ellen Smyly.
5)
Leonardo Wilhelm DiCaprio's mother is Irmelin DiCaprio.
6)
Richard Urban Butler's mother is Mary Butler"	 Elizabeth Thompson	Mary Butler	1,243
"1)
Flora Louisa Cecilia MacLeod's mother is Lady Agnes Mary Cecilia Northcote.
2)
Shirley MacLean Beaty's mother is Kathlyn Corinne Maclean.
3)
Michael Humphrey Dickens Whinney's mother is NN.
4)
Michael Louis Diamond's mother is Hester Diamond.
5)
Dorothy Priscilla Bullitt's mother is Dorothy Bullitt.
6)
Florence Mabel Kling's mother is Florence Mabel Kling.
"	 Louisa M. Bouton	Florence Mabel Kling.	54,1536,54,376,3224,3721
"1)
Laura Elizabeth Howe's mother is Julia Ward Howe.
2)
John Wayne Gacy, Jr.'s mother is Marion Elaine Robinson.
3)
Henrietta Joan Tiarks's mother is Joan Barry.
4)
Helen Miller Gould's mother is Helen Day Miller.
5)
Georgina Leigh Bloomberg's mother is Susan Brown.
6)
Anne Eliza Foster's mother is Elizabeth Foster.
7)
John"	 Eliza Clayland Tomlinson Foster	Elizabeth Foster. 7) John	3,25762,1014,4622,8546,141,36545,25448
"1)
Robert Richard Torrens's mother is Charity Herbert Chute.
2)
Jefferson Finis Davis's mother is Jane Cooke.
3)
Edith Margaret Emily Ashcroft's mother is Violetta Maud Bernheim.
4)
John Paul Hammond's mother is Jemison McBride.
5)
Julian Paul Hawkins's mother is Christine Ann Assange.
6)
Cherilyn Sarkisian's mother is Mary Elizabeth"	 Georgia Holt	Mary Elizabeth	402,1032
"1)
Lady Olympia Arabella Kitty Spencer-Churchill's mother is Camilla Thorp.
2)
Vajiralongkorn Borommachakkrayadisonsantatiwong Thewetthamrongsuboriban Aphikhunuprakanmahittaladunladet Phumiphonnaretwarangkun Kittisirisombunsawangkhawat Borommakhattiyaratchakuman's mother is Sirikit.
3)
Stephen Lucius Gwynn's mother is Lucy Josephine O\'Brien.
4)
John Davison Rockefeller's mother is Eliza Davison.
5)
Jonathan Stephen Ross's mother is Martha Ross.
6)
Summer Daisy Song Previn's mother is Mary Previn"	 Mia Farrow	Mary Previn	780,16,11584
"1)
Frances Ethel Gumm's mother is Ethel Marion Milne.
2)
Emma Alice Margaret Tennant's mother is Emma Winsloe.
3)
Svetlana Aleksandrovna Kuznetsov's mother is Galina Tsareva.
4)
Marie Louise Hartman's mother is Blanche Hartman.
5)
Adelaide Brevoort Close's mother is Marjorie Merriweather Post.
6)
Laura Lane Welch's mother is Laura Lane"	 Jenna Welch	Laura Lane	1374,2
"1)
Neil Timothy Helson's mother is Tish Cyrus.
2)
Albert Arnold Gore Jr.'s mother is Pauline LaFon Gore.
3)
Marie Lois Buchanan's mother is Anne Eliza Foster Buchanan.
4)
Noa Netanyahu's mother is Miki Haran.
5)
Lucy Burwell Page's mother is Margaret Lowther Page.
6)
Gordon Howard Eliot Hodgkin's mother is Mary Elizabeth Hodgkin."	 Katharine Mary Hewart	Mary Elizabeth Hodgkin.	47,15801,58,8979,5714
"1)
John Quincy Adams's mother is Abigail Adams.
2)
Mary Young's mother is Rebecca Young.
3)
George Ian Duncan Smith's mother is Pamela Mary Summers.
4)
Johan Stuart Wheeler's mother is Betty Lydia Gibbons.
5)
Dakota Mayi Johnson's mother is Melanie Griffith.
6)
Caleb Casey McGuire Affleck-Boldt's mother is Mary Elizabeth Boldt"	 Christine Anne Boldt	Mary Elizabeth Boldt	63,12,0,0
"1)
Robert Allen Zimmerman's mother is Beatrice Stone.
2)
Duncan James Corrowr Grant's mother is Ethel Isabel McNeil.
3)
Christian William Frates's mother is Nancy Newcomb.
4)
Gordon Matthew Thomas Sumner's mother is Audrey Cowell.
5)
Rosalind Margaret Clarissa Christie's mother is Agatha Christie.
6)
Billie Eilish Pirate Baird O\'Connell's mother is Mary Elizabeth"	 Maggie Baird	Mary Elizabeth	224,3
"1)
Edith Stuyvesant Dresser's mother is Susan Fish LeRoy.
2)
Richard Milhous Nixon's mother is Hannah Milhous Nixon.
3)
Edith Bernal Osborne's mother is Catherine Isabella Osborne.
4)
Paul Leonard Newman's mother is Theresa Fetzer, (Terézia Feckova).
5)
Anna Eleanor Dall's mother is Anna Roosevelt Halsted.
6)
Benjamin Collins Brodie's mother is Mary Elizabeth"	 Sarah Collins	Mary Elizabeth	10,6
"1)
Mary Morris's mother is Jane Morris.
2)
Susan Elizabeth Mary Stewart-Mackenzie's mother is Hannah Charlotte Hope-Vere.
3)
Peter Mark Andrew Phillips's mother is Anne, Princess Royal.
4)
Princess Louise Alexandra Marie Irene of Battenberg's mother is Princess Victoria of Hesse and by Rhine.
5)
Jonathan Vincent Voight's mother is Barbara Kamp.
6)
Thomas Fowell Buxton's mother is Mary Elizabeth Buxton"	 Catherine Gurney	Elizabeth Buxton	11,36,16525,1250
"1)
Frances Harriet Henslow's mother is Harriet Jenyns.
2)
Sarah Hammond Palfrey's mother is Methyl Gertrude Palfrey.
3)
Carrie Frances Fisher's mother is Debbie Reynolds.
4)
Adele Marie Austerlitz's mother is Ann Astaire.
5)
Janhvi Boney Kapoor's mother is Sridevi.
6)
Johan Stuart Wheeler's mother is Mary Wheeler.
"	 Betty Lydia Gibbons	is Mary Wheeler.	37,3153,222,46269
"1)
Viggo Peter Mortensen's mother is Grace Gamble Atkinson.
2)
Ronald William Howard's mother is Jean Speegle Howard.
3)
Elizabeth Oldrin's mother is Almy Kinner.
4)
Kathleen Lilian Agnes Tuckey's mother is Agnes Tuckey.
5)
Helen Margaret Hodgson's mother is Eliza Amy Hodgson.
6)
Lisa Roberts Gillan's mother is Elizabeth Ann Gillan.
"	 Betty Lou Bredemus	Elizabeth Ann Gillan.	59,207,13,3967,8349,4314
"1)
Count Edoardo Alessandro Mapelli Mozzi's mother is Nicola Burrows.
2)
Robert Woodson Hite's mother is Nancy Gardner James.
3)
Suri Cruise's mother is Katie Holmes.
4)
Robert Anthony Eden's mother is Sybil Frances Grey.
5)
Cassius Marcellus Clay, Jr.'s mother is Odessa Grady Clay.
6)
Olivia Jane d\'Abo's mother is Mary Elizabeth d\'A"	 Maggie d\'Abo	Elizabeth d\'A	352,14,16716,28,704
"1)
Julia Romana Howe's mother is Julia Ward Howe.
2)
Matthew Paige Damon's mother is Nancy June Carlsson Page.
3)
Susan Jacobson's mother is Dorothy Hammerstein.
4)
Gabriella Marina Alexandra Ophelia Windsor's mother is Princess Michael of Kent.
5)
Emad El-Din Mohamed Abdel Muna\'im Al-Fayed's mother is Samira Khashoggi.
6)
Helen Vivien Gould's mother is Mary Elizabeth Gould.
"	 Edith Mary Kingdon	Mary Elizabeth Gould.	3,5704,40,105,9382
"1)
Charles Edwin Anson Markham's mother is Elizabeth Markham.
2)
Sophie Holloway's mother is Tessa Dahl.
3)
Adrienne Josephine Alice Bernadotte's mother is Princess Madeleine, Duchess of Hälsingland and Gästrikland.
4)
Lorillard Suydam Spencer, Sr.'s mother is Caroline Berryman Spencer.
5)
Catherine Eugenia Finnegan's mother is Geraldine C. Blewitt.
6)
James Lord Pierpont's mother is Mary Elizabeth Pier"	 Mary Sheldon Lord	Mary Elizabeth Pier	0,1698,4
"1)
Benjamin Tasker Jr.'s mother is Anne Bladen.
2)
Lucy Chester's mother is Jane Ludwell.
3)
Charles Edwin Anson Markham's mother is Elizabeth Markham.
4)
Herman Webster Mudgett's mother is Theodate Page Price.
5)
Edward Everett Hale's mother is Sarah Preston Everett Hale.
6)
Harper Seven Beckham's mother is Mary Elizabeth"	 Victoria Beckham	Mary Elizabeth	117,4
"1)
Marvin Pentz Gay, Jr.'s mother is Alberta Gay.
2)
Rosalie Amelia Buckingham's mother is Martha Euretta Potwin.
3)
Elvis Aaron Presley's mother is Gladys Presley.
4)
Daniel Foe's mother is Alice Marsh.
5)
Vincent Barrett Price's mother is Edith Barrett.
6)
Harold Martin Burrough's mother is Mary Burrough.
"	 Georgina B. Long	is Mary Burrough.	170,3317,4859,2,2278
"1)
John Joseph Travolta's mother is Helen Cecilia Travolta.
2)
James Henry Mussen Campbell's mother is Delia Poole Graham.
3)
Helen Beatrix Potter's mother is Helen Leech.
4)
Charles Lutwidge Dodgson's mother is Frances Jane Lutwidge.
5)
Esther Jane Williams's mother is Bula.
6)
Patrick Darcy's mother is Mary Elizabeth"	 Jane Lynch	Mary Elizabeth	4,767
"1)
Clarence Edwin Booth Grossman's mother is Edwina Booth Grossman.
2)
Brooke Ellen Bollea's mother is Linda Hogan.
3)
Grenville Temple Emmet's mother is Catherine Temple.
4)
Tracee Joy Silberstein's mother is Diana Ross.
5)
Jennifer Lynn Lopez's mother is Guadelupe Rodriguez.
6)
Margaret Hilda Roberts's mother is Mary Elizabeth Roberts.
"	 Beatrice Ethel Stephenson	Mary Elizabeth Roberts.	74,21411,54,29309,11885
"1)
Minerva Bussenius's mother is Eva T. Bussenius.
2)
Macaulay Carson Culkin's mother is Patricia Brent, Spinster.
3)
Oscar Fingal O’Flahertie Wills Wilde's mother is Jane Wilde.
4)
Kendall Nicole Jenner's mother is Kris Jenner.
5)
Patrick Lafcadio Hearn's mother is Rosa Antonia Cassimati.
6)
Thomas Stearns Eliot's mother is Mary Stearns Eliot."	 Charlotte Champe Stearns	Mary Stearns Eliot.	9,535,1838,61,7969,7744
"1)
Kathleen Lilian Agnes Tuckey's mother is Agnes Tuckey.
2)
John Magee Finny's mother is Frances Magee.
3)
Cara Jocelyn Delevingne's mother is Pandora Stevens.
4)
Michael Humphrey Dickens Whinney's mother is NN.
5)
Kattie B. Screws's mother is Martha Bridges.
6)
Narendra Damodardas Modi's mother is NN.
7"	 Heeraben Modi	NN. 7	511,2783,697,1848,24736
"1)
Sybil Misch's mother is Kate Friedländer.
2)
John William Cummings's mother is Estelle Cummings.
3)
Rebecca Jayne Atkinson's mother is Beverley Callard.
4)
Philippa Garrett Fawcett's mother is Millicent Garrett Fawcett.
5)
Margaret Haig Thomas's mother is Sybil Thomas, Viscountess Rhondda.
6)
Mary Esther Lee's mother is Mary Lee.
7"	 Anne Duryce Phillips	Mary Lee. 7	4,24,38436,16878,18496
"1)
Edward Henry Carson's mother is Isabella Lambert.
2)
Heather Rima Te Wiata's mother is Beryl Te Wiata.
3)
Lady Louise Alice Elizabeth Mary Mountbatten-Windsor's mother is Sophie, Countess of Wessex.
4)
Colville Adrian de Rune Barclay's mother is Louise Melanie de Belzim.
5)
Almina Victoria Maria Alexandra Wombwell's mother is Marie Boyer.
6)
Charles Tennyson's mother is Lady Elizabeth Tennyson"	 Elizabeth ffytche	Elizabeth Tennyson	2,5705,20770,11001
"1)
Joseph Albert Pease, 1st Baron Gainford's mother is Mary Fox.
2)
Arlene Hart White's mother is Kathleen Merrell Staats.
3)
Mary Stevenson Cassatt's mother is Katherine Kelso Cassatt.
4)
Joseph Ira Dassin's mother is Béatrice Launer.
5)
John Roderigo Dos Passos's mother is Lucy Addison Sprigg Dos Passos.
6)
Anne McElroy's mother is Mary McElroy"	 Elizabeth McElroy	Mary McElroy	1,0,0,0
"1)
David Royston Bailey's mother is Gladys (?).
2)
Colville Adrian de Rune Barclay's mother is Louise Melanie de Belzim.
3)
John Warnock Hinckley Jr.'s mother is Jo Anne Moore.
4)
Grenville Temple Emmet's mother is Catherine Temple.
5)
Maria Gloria Macaraeg Macapagal's mother is Eva Macapagal.
6)
Ronald Wilson Reagan's mother is Nancy Reagan.
"	 Nelle Wilson Reagan	is Nancy Reagan.	10,2016,66,16
"1)
John Griffith Chaney Lobondon's mother is Flora London.
2)
Chulabhorn Walailak Agrarajakumari's mother is Sirikit.
3)
Mariska Magdolna Hargitay's mother is Jayne Mansfield.
4)
Barbara Leigh Smith's mother is Anne Longden.
5)
Katherine Chrystal Herne's mother is Katherine Corcoran.
6)
Vernon Aubrey Wray's mother is Mary Elizabeth Wray.
"	 Lillian M. Wray	Mary Elizabeth Wray.	8,11408,36,18,15,10872
"1)
Frances Anne Seymour's mother is Jane Hawker.
2)
Arthur William Wentworth Charles Gore's mother is Emily Anne Curzon.
3)
Eva Maria Olivia Amurri's mother is Susan Sarandon.
4)
Darren Edward Andrew Randolph's mother is Anne Randolph.
5)
Melesina Chenevix's mother is Mary Elizabeth Gervais.
6)
Gottlieb Wilhelm Leitner's mother is Anna Leitner."	 Marie Henriette Herzberg	is Anna Leitner.	3,47,2376,25200,977
"1)
Maria de Lourdes Villiers Farrow's mother is Maureen O\'Sullivan.
2)
Helen Frances Garrison's mother is Helen Eliza Garrison.
3)
Bernard Schwartz's mother is Helen Klein.
4)
Kathleen Cash's mother is Vivian Liberto.
5)
Valerie Aurora Henson's mother is Carolyn Meinel.
6)
Michael Andrew Fox's mother is Mary Elizabeth Fox."	 Phyllis Piper	Elizabeth Fox.	73,33453,5369,1086
"1)
Frances Carroll's mother is Hazel Bainbridge.
2)
Katharine Anna Thompson's mother is Dorothy Thompson.
3)
Michael Sedgwick's mother is Helen Stern.
4)
Eldrick Tont Woods's mother is Kultida Woods.
5)
Kylie Kristen Jenner's mother is Kris Jenner.
6)
Dolly Rebecca Parton's mother is Dorothy Parton.
"	 Avie Lee Parton	is Dorothy Parton.	439,5888,2045,6,4269
"1)
Hon. Annabella Isabella King's mother is Ada Lovelace.
2)
Catherine Glynne's mother is Mary Griffin.
3)
Robert Louis DeBarge, Jr.'s mother is Etterlene DeBarge.
4)
Emily Susan Christian's mother is Emily Margaret Moore.
5)
Clinton Eastwood's mother is Margaret Ruth Runner.
6)
Francis Albert Augustus Charles Emmanuel of Saxe-Coburg and Gotha's mother is Mary Elizabeth Eastwood.
7)
John Henry's"	 Princess Louise of Saxe-Gotha-Altenburg	Eastwood. 7) John Henry's	24,6,53,2027,78,65,65,14491,762,836,6470,20926,6797
"1)
Kesha Rose Sebert's mother is Pebe Sebert.
2)
Carole Elizabeth Goldsmith's mother is Dorothy Harrison.
3)
Lady Diana Olivia Winifred Maud Manners's mother is Violet Manners, Duchess of Rutland.
4)
Elizabeth Christ's mother is Anna Marie Anthon.
5)
Lucy Chester's mother is Jane Ludwell.
6)
Rose Eleanor Arbuthnot-Leslie's mother is Mary Arb"	 Candida Weld	Mary Arb	892,12510,49137
"1)
Bhīvā Rāmjī Sakpāḷ's mother is Bhimabai Ramji Sakpal.
2)
Robert Montagu Poore's mother is Juliana Poore.
3)
Thea Dearden Queen's mother is Moira Queen.
4)
Joseph Ira Dassin's mother is Béatrice Launer.
5)
Katherine Mathilda Swinton's mother is Judith Balfour Killen.
6)
Almy Oldrin's mother is Mary Oldrin."	 Almy Kinner	Mary Oldrin.	62,6830,2097,14992
"1)
William Frederick Cody's mother is Mary Ann Bonsell Laycock.
2)
Mary Balfour's mother is Lady Eleanor Maitland.
3)
Lucille Désirée Ball's mother is Desiree Hunt.
4)
Christopher Catesby Harington's mother is Deborah Catesby.
5)
Count Edoardo Alessandro Mapelli Mozzi's mother is Nicola Burrows.
6)
Waylon Albright Jennings's mother is Mary Elizabeth Jennings."	 Jessi Colter	Elizabeth Jennings.	471,6490,107,9335
"1)
William Thomas Hamill's mother is Helyn Harriette Mumford.
2)
Sharon Marie Tate's mother is Doris Tate.
3)
Eugenie Victoria Helena of York's mother is Sarah, Duchess of York.
4)
William Hamilton's mother is Elizabeth Stirling.
5)
Mary Anne Wilder's mother is Joan Thoytes.
6)
Steven Paul Jobs's mother is Mary Ann Jobs.
7)"	 Joanne Carole Schieble	Ann Jobs. 7)	37,113,131,28149,129,24455,30444
"1)
Cedric Lockwood Morris's mother is Wilhelmina Elizabeth Cory.
2)
Johnny Allen Hendrix's mother is Lucille Hendrix.
3)
Anya Josephine Marie Taylor-Joy's mother is Jennifer Marina Joy-Morancho.
4)
Beyonce Giselle Knowles's mother is Tina Knowles.
5)
David Dwight Eisenhower's mother is Ida Stover Eisenhower.
6)
William George Armstrong's mother is Mary Elizabeth"	 Anne Potter	Mary Elizabeth	47,1063
"1)
Summer Daisy Song Previn's mother is Mia Farrow.
2)
Ernest Roland Wilberforce's mother is Emily Sargent.
3)
James Madison, Jr.'s mother is Eleanor Rose Conway.
4)
Ellen Lee DeGeneres's mother is Betty DeGeneres.
5)
Maria Elizabeth Winblad's mother is Salmine Sophia Severine Pedersen.
6)
Martin Hayter Short's mother is Mary Elizabeth Short."	 Olive Grace Hayter	Mary Elizabeth Short.	84,19,1,568
"1)
Eldrick Tont Woods's mother is Kultida Woods.
2)
Sara Coleridge's mother is Sarah Fricker.
3)
Elizabeth Douglas's mother is Martha Elizabeth Rouse.
4)
Mary Margaret Burke's mother is Nora M. Finn.
5)
John Buck Wilkin's mother is Marijohn Wilkin.
6)
Charles Synge Christopher Bowen's mother is Mary Elizabeth"	 Catherine Steele	Mary Elizabeth	3,516
"1)
Chester Alan Arthur's mother is Malvina Stone.
2)
Mary Elizabeth Logan's mother is Mary Simmerson Cunningham Logan.
3)
Katheryn Elizabeth Hudson's mother is Mary Perry.
4)
Ellen Anderson Gholson Glasgow's mother is Anne Jane Gholson.
5)
Oceana Wardlaw Martin's mother is Caroline Belle Wardlaw.
6)
Harry Lillis Crosby's mother is Mary Elizabeth Crosby."	 Catherine Helen Harrigan	Mary Elizabeth Crosby.	4,29,291,48949
"1)
Joseph Mansfield's mother is Laurene Santley.
2)
John Powel Hare's mother is Margaret Willing Hare.
3)
William Jefferson Blythe III's mother is Virginia Clinton Kelley.
4)
Gottlieb Wilhelm Leitner's mother is Marie Henriette Herzberg.
5)
Kemi Adetiba's mother is Mayen Adetiba.
6)
Daniel Foe's mother is Mary F"	 Alice Marsh	Mary F	9,1520
"1)
John Roderigo Dos Passos's mother is Lucy Addison Sprigg Dos Passos.
2)
Dallas Frederick Burrows's mother is Marion Ainsworth Burrows.
3)
Benedict Leonard Calvert's mother is Jane Lowe.
4)
David Charles Henshaw Austin's mother is Lilian Austin.
5)
George Randolph Scott's mother is Lucy Lavinia Crane.
6)
Corinne Douglas Robinson's mother is Mary Elizabeth Robinson.
"	 Corinne Roosevelt Robinson	Mary Elizabeth Robinson.	67,4288,2217,1041,2971
"1)
Thomas More's mother is Agnes Grainger.
2)
Anne Messel's mother is Maud Frances Sambourne.
3)
Richard Wagstaff Clark's mother is Julia Fuller Clark.
4)
Donald John Trump's mother is Ivana Trump.
5)
John Sheldon Doud Eisenhower's mother is Mamie Eisenhower.
6)
Tanner Elle Schneider's mother is Mary Elizabeth"	 London King	Mary Elizabeth	5133,934
"1)
Chulalongkorn Bodindradeva Mahamongkut Burusayaratana Rajravivongse Varutamabhong Paripatra Sirivatana Rajakumar's mother is Debsirindra.
2)
Josephine Sophia Ivalo Mathilda of Denmark's mother is Mary, Crown Princess of Denmark.
3)
Leicester Clarence Hemingway's mother is Grace Hall Hemingway.
4)
Tanner Elle Schneider's mother is London King.
5)
Jigme Khesar Namgyel Wangchuck's mother is Tshering Yangdon.
6)
Adlai Ewing Stevenson's mother is Mary, Queen of Scots"	 Eliza Ann Ewing	Queen of Scots	25,17183,770,45,17991
"1)
Robin Caspar Walker's mother is Tessa Joan Prout.
2)
Alicia Augello Cook's mother is Teresa Augello.
3)
John Adam Belushi's mother is Agnes Belushi.
4)
Maurice Robert Gravel's mother is Marie Bourassa.
5)
Prince George Francis Hugh of Teck's mother is Margaret Cambridge, Marchioness of Cambridge.
6)
Sierra Loren Ballard's mother is Mary Elizabeth"	 Lori Strong	Mary Elizabeth	287,1854
"1)
Archibald Vivian Hill's mother is Ada Priscilla Rumney.
2)
Ian Richard Kyle Paisley's mother is Eileen Paisley, Baroness Paisley of St George\'s.
3)
Philip Owen Arnould Popham's mother is Brynhild Olivier.
4)
Elizabeth Oldrin's mother is Almy Kinner.
5)
Elon Reeve Musk's mother is Maye Musk.
6)
Edith Bolling's mother is Mary Boll"	 Sally White	Mary Boll	215,157
"1)
Cathleen Synge's mother is Elizabeth Eleanor Mabel Allen.
2)
Alexis Harper Castle's mother is Meredith.
3)
Samuel Newcome's mother is Ann Harrod.
4)
Kristen Jaymes Stewart's mother is Jules Stewart.
5)
Anne Spencer Morrow's mother is Elizabeth Cutter Morrow.
6)
Cherilyn Sarkisian's mother is Mary Elizabeth"	 Georgia Holt	Mary Elizabeth	344,846
"1)
Percy Ellen Algernon Frederick William Sydney Smythe's mother is Ellen Burke.
2)
Josephine Elizabeth Grey's mother is Hannah Eliza Annett.
3)
Lady Katherine Grey's mother is Frances Grey, Duchess of Suffolk.
4)
Robert von Ranke Graves's mother is Amalie von Ranke.
5)
Bhīvā Rāmjī Sakpāḷ's mother is Bhimabai Ramji Sakpal.
6)
Mabel Cain's mother is Mary Elizabeth Cain.
"	 Ella Louie Remer	Mary Elizabeth Cain.	116,645,5962,990,6089
"1)
Anne Mary Flower's mother is Anne Squire.
2)
Rupert William Penry-Jones's mother is Angela Thorne.
3)
John Grinham Kerr's mother is June Walker.
4)
Jada Koren Pinkett's mother is Adrienne Pinkett.
5)
Gerald Paul Joseph Cajetan Carmel Antony Martin Strickland's mother is Donna Maria Aloysia Paula Bonici-Mompalao.
6)
Lizzie Andrew Borden's mother is Mary Elizabeth Borden."	 Sarah Anthony Jane Borden	is Mary Elizabeth Borden.	43,150,49,37903,3186
"1)
Kristen Jaymes Stewart's mother is Jules Stewart.
2)
George Walker Bush's mother is Barbara Bush.
3)
Lucy Douglas Cochrane's mother is Vivian Wessell.
4)
Robert Michael Nesmith's mother is Bette Nesmith Graham.
5)
George John Shaw-Lefevre's mother is Rachel Emily Wright.
6)
Julia Boggs Dent's mother is Mary Elizabeth Dent.
"	 Ellen Bray Wrenshall	Mary Elizabeth Dent.	63,1650,35,4308,38889
"1)
Dorothy Priscilla Bullitt's mother is Dorothy Bullitt.
2)
Steven Randall Jackson's mother is Katherine Jackson.
3)
Harry Lillis Crosby's mother is Catherine Helen Harrigan.
4)
Sasha Rebecca Spielberg's mother is Kate Capshaw.
5)
James Earl Carter Jr.'s mother is Lillian Gordy Carter.
6)
Angelina Emily Grimké's mother is Mary Elizabeth Grimké"	 Mary Smith Grimké	Mary Elizabeth Grimké	0,41,0,0,0
"1)
Vincent Leonard Price, Jr.'s mother is Marguerite Wilcox.
2)
Ireland Eliesse Baldwin's mother is Kim Basinger.
3)
Robert Junior Kardashian's mother is Kris Jenner.
4)
Margaret Charlotte French's mother is Margaret Eccles.
5)
Willard Mitt Romney's mother is Lenore Romney.
6)
Jane Franklin's mother is Mary Franklin.
"	 Abiah Folger	Mary Franklin.	156,20191,1160,10918
"1)
Dorothy May Kinnicutt's mother is May Appleton Tuckerman.
2)
Nigella Lucy Lawson's mother is Vanessa Salmon.
3)
Richard Wagstaff Clark's mother is Julia Fuller Clark.
4)
Jemima Rebecca Redgrave's mother is Deirdre Deline Hamilton-Hill.
5)
Terence Joseph MacSwiney's mother is Mary Wilkinson.
6)
David Russell Lee's mother is Mary Elizabeth Lee"	 Maureen Lee	Elizabeth Lee	76,34329,0
"1)
Milton Marx's mother is Minnie Marx.
2)
Walter Scribner Schuyler's mother is Matilda Scribner.
3)
Domenica Costa's mother is Terry Ray Costa.
4)
Margaret Dusa Waddington's mother is Margaret Justin Blanco White.
5)
Franklin Delano Roosevelt's mother is Sara Roosevelt.
6)
Sheldon James Plankton's mother is Mary Elizabeth Plank"	 Mama Plankton	Elizabeth Plank	2347,5,14162,735
"1)
Frideborg Winblad's mother is Elsa Maria Elisabeth Naslund.
2)
Bertram Clough Williams-Ellis's mother is Ellen Mabel Greaves.
3)
John Grinham Kerr's mother is June Walker.
4)
Emma Vallencey Freud's mother is June Flewett.
5)
Karl Anderson Jr.bn's mother is Joan.
6)
Cedric Lockwood Morris's mother is Mary.
7)
"	 Wilhelmina Elizabeth Cory	is Mary. 7)	93,12254,11656,45,2780,17402
"1)
John Fitzgerald Kennedy's mother is Rose Kennedy.
2)
Nicholas James D\'Arcy's mother is Elizabeth Martyn.
3)
Sarah Margaret Fuller's mother is Margaret Crane.
4)
Liza May Minnelli's mother is Judy Garland.
5)
Katherine Elizabeth Upton's mother is Shelley.
6)
Julian Paul Hawkins's mother is Mary Elizabeth."	 Christine Ann Assange	is Mary Elizabeth.	133,2,7583
"1)
Sarah Margaret Ferguson's mother is Susan Barrantes.
2)
Quentin Claudian Stephen Bell's mother is Vanessa Bell.
3)
David Richard Beatty's mother is Katherine Edith Sadleir.
4)
Gertrude Margaret Lowthian Bell's mother is Maria Shield.
5)
Hubert de la Poer Gough's mother is Harriet Anastasia de la Poer.
6)
Patience Mary Bragg's mother is Mary Bragg.
"	 Alice Grace Jenny Hopkinson	mother is Mary Bragg.	9,40,34085,331,3194
"1)
Frank Armstrong Crawford's mother is Mary Eliza Everett.
2)
Scott Rathbone Beal's mother is Louise Lester.
3)
Angelica Vanessa Bell's mother is Vanessa Bell.
4)
Savannah Anne Kathleen Phillips's mother is Autumn Phillips.
5)
Susannah Yolande Fletcher's mother is Joan Nita Mary Bowring.
6)
Luca Urs Richard de la Wyke Wrottesley's mother is Mary Elizabeth Wrottes"	 Sascha Schwarzenbach	Elizabeth Wrottes	4136,33188,7659,29925,14772
"1)
Nicolas Kim Coppola's mother is Joy Vogelsang.
2)
Hannah Elizabeth Milhous's mother is Almira Park Burdg.
3)
Mark Langer Avery's mother is Helen Avery.
4)
Alvin Pleasant Delaney Carter's mother is Mollie Arvelle Bays.
5)
Flora Alexandra Ogilvy's mother is Julia Ogilvy.
6)
James Clark Ross's mother is Mary Ross"	 Christian Clark	Mary Ross	527,6
