"1)
Gerda Sutton gave birth to Toni Leicester on 30 August 1948.
2)
Albertina Shelton Pyne gave birth to Percy Rivington Pyne II on 05 May 1857.
3)
Candida Weld gave birth to Rose Eleanor Arbuthnot-Leslie on 09 February 1987.
4)
Yolanda Hadid gave birth to Anwar Mohamed Gerard Hadid on 22 June 1999.
5)
Etterlene DeBarge gave birth to Etterlene DeBarge on 15 March 1955.
6)
Mary Anne MacLeod Trump gave birth to Maryanne Trump on 23 June 1961"	 05 April 1937	23 June 1961	22,1,62
"1)
Isabella Ann Dow gave birth to Helen Porter Mitchell on 19 May 1861.
2)
Jean Speegle Howard gave birth to Clinton Engle Howard on 20 April 1959.
3)
Christine Dyer gave birth to Daniel John Dyer on 24 July 1977.
4)
Melissa Johnston gave birth to Grace Graham Wilson on 01 January 1873.
5)
Alice Marsh gave birth to Daniel Foe on 03 April 1660.
6)
Grey Griffin gave birth to Jefferson Texas Hammond on 18 April 18"	 31 January 2007	18 April 18	26,5,135
"1)
Rhoda Vava Mary Lecky Pike gave birth to Maxine Birley on 25 June 1922.
2)
Sascha Schwarzenbach gave birth to Victor Ernest Francis de Verdon Wrottesley on 28 January 2004.
3)
Emily MacCullagh gave birth to Cecil James Frederick Campbell on 04 May 1891.
4)
Margaret Lambert gave birth to Theobald Wolfe Tone on 20 June 1763.
5)
Emily Norcross gave birth to Emily Elizabeth Dickinson on 10 December 1830.
6)
Margaret Charters gave birth to Mary Fairfax on 23 December 1831"	 26 December 1780	23 December 1831	17,0,1,99
"1)
Mary Augusta Ridgway Bridson gave birth to Charles Leonard Augustus Parsons on 04 August 1923.
2)
Elizabeth II gave birth to Anne Elizabeth Alice Louise on 15 August 1950.
3)
Teri Bauer gave birth to Kimberly Bauer on 01 January 1987.
4)
Helen Shore gave birth to Isabella Delves Broughton on 19 November 1958.
5)
Mama Plankton gave birth to Sheldon James Plankton on 30 November 1942.
6)
Betty Lou Bredemus gave birth to Julia Fiona Roberts on 16 December 1960"	 28 October 1967	16 December 1960	6,7,7
"1)
Rosalind Hamilton, Duchess of Abercorn gave birth to Lady Cynthia Elinor Beatrix Hamilton on 16 August 1897.
2)
Estelle Maria Carandini gave birth to Christopher Frank Carandini Lee on 27 May 1922.
3)
Sarah Sanders gave birth to Washington Irving on 03 April 1783.
4)
Harriet Nelson gave birth to Eric Hilliard Nelson on 08 May 1940.
5)
Charlotte Johnson Wahl gave birth to Rachel Sabiha Johnson on 01 January 1965.
6)
Janina Milosz gave birth to Anthony Oscar Milosz on 23 April 18"	 29 March 1947	23 April 18	3,2,49
"1)
Rose Kennedy gave birth to Jean Ann Kennedy on 20 February 1928.
2)
Doria Ragland gave birth to Rachel Meghan Markle on 04 August 1981.
3)
Letitia Hart Taylor gave birth to Cornelius Warren Grafton on 01 January 1909.
4)
Elizabeth Stirling gave birth to William Hamilton on 08 March 1788.
5)
Ivana Trump gave birth to Eric Frederick Trump on 06 January 1984.
6)
Mary Jo Campbell gave birth to Kristen Mary Houghton on 23 April 1987"	 05 November 1955	23 April 1987	26,4,49
"1)
Lawrencina Heyworth gave birth to Catherine Potter on 04 April 1847.
2)
Grace Hartley gave birth to Juliet Kathryn Jouannet-Hartley on 08 March 1990.
3)
Lilian Austin gave birth to David Charles Henshaw Austin on 01 February 1926.
4)
Eleanor Van de Weyer gave birth to Dorothy Eugénie Brett on 10 November 1883.
5)
Catherine Graham gave birth to Thomas Robert Malthus on 13 February 1766.
6)
Fede Belini gave birth to Laura Archera on 23 April 18"	 02 November 1911	23 April 18	22,7,20
"1)
Christine Anne Boldt gave birth to Caleb Casey McGuire Affleck-Boldt on 12 August 1975.
2)
Sara Sothern gave birth to Elizabeth Rosemond Taylor on 27 February 1932.
3)
Eleanor Boyle Ewing Sherman gave birth to Eleanor Mary Sherman on 01 January 1859.
4)
Ann Beach gave birth to Charlotte Ninon Coleman on 03 April 1968.
5)
Princess Alice of Battenberg gave birth to Philip of Greece and Denmark on 10 June 1921.
6)
Christine Anne Boldt gave birth to Benjamin Geza Affleck on 12 August 1975"	 15 August 1972	12 August 1975	5,0,11
"1)
Evelyn Edith Sharpin gave birth to Apsley George Benet Cherry on 02 January 1886.
2)
Zarine Katrak gave birth to Sussanne Khan on 26 October 1978.
3)
Emily Bayley gave birth to Georgiana Charlotte Clive Bayley on 11 May 1855.
4)
Veronica Porché Ali gave birth to Laila Amaria Ali on 30 December 1977.
5)
Lula Mae Hardaway gave birth to Stevland Hardaway Judkins on 13 May 1950.
6)
Jacklyn Gise gave birth to Jeffrey Preston Jorgensen on 23 April 18"	 12 January 1964	23 April 18	20,11,33
"1)
Beatrice of Castile, Marchioness of Montferrat gave birth to Yolande on 01 January 1274.
2)
Charlotte Johnson Wahl gave birth to Rachel Sabiha Johnson on 03 September 1965.
3)
Carmen Milady Pared gave birth to Mayte Michelle Rodriguez on 12 July 1978.
4)
Emma Freud gave birth to Scarlett Kate Freud Curtis on 21 June 1995.
5)
Tabitha King gave birth to Joseph Hillstrom King on 04 June 1972.
6)
Augusta Mary, Viscountess Midleton gave birth to William St. John Fremantle Brodrick on 23 June 1884"	 14 December 1856	23 June 1884	12,10,0,25
"1)
Rose Kennedy gave birth to Edward Moore Kennedy on 22 February 1932.
2)
Isabella George-Bynon gave birth to Mary Chavelita Dunne on 14 December 1859.
3)
Donna Maria Aloysia Paula Bonici-Mompalao gave birth to Gerald Paul Joseph Cajetan Carmel Antony Martin Strickland on 24 May 1861.
4)
Margot Asquith gave birth to Elizabeth Charlotte Lucy Asquith on 26 February 1897.
5)
Julia Crawford gave birth to Terrence Steven McQueen on 24 March 1930.
6)
Christine Anne Boldt gave birth to Benjamin Geza Affleck on 24 March 1931"	 15 August 1972	24 March 1931	16,8,52
"1)
Emily Margaret Baxter gave birth to Anne Constance Jackson on 02 June 1889.
2)
Maria Murray gave birth to Milo George Talbot on 01 January 1854.
3)
Jada Pinkett Smith gave birth to Jaden Christopher Syre Smith on 08 July 1998.
4)
Landgravine Amalie of Hesse-Darmstadt gave birth to Princess Louise Marie Auguste of Baden on 24 January 1779.
5)
Frances Anne Chevallier gave birth to Horatio Herbert Kitchener on 24 June 1850.
6)
Catherine Helen Harrigan gave birth to Harry Lillis Crosby on 24 June 18"	 03 May 1903	24 June 18	27,1,33
"1)
Abigail Adams gave birth to John Quincy Adams on 11 July 1767.
2)
Aletha Jane Clark gave birth to James Beauchamp Clark on 07 March 1850.
3)
Alice White gave birth to Eugene Willford Markey on 11 December 1895.
4)
Melissa Marlowe gave birth to Milan Marlowe Clausi on 22 March 2000.
5)
Florence Augusta Hamilton gave birth to Clive Staples Lewis on 01 January 1898.
6)
Fanny Schneider gave birth to Norman Kingsley Mailer on 18 March 18"	 31 January 1923	18 March 18	22,4,21
"1)
Blac Chyna gave birth to Dream Renée Kardashian on 10 November 2016.
2)
Ruby Dandridge gave birth to Dorothy Jean Dandridge on 09 November 1922.
3)
Anne Duryce Phillips gave birth to Mary Esther Lee on 03 October 1837.
4)
Catherine Helen Harrigan gave birth to Harry Lillis Crosby on 04 June 1898.
5)
Kris Jenner gave birth to Robert Junior Kardashian on 17 March 1987.
6)
Lucretia Stevens Rhinelander gave birth to Edith Newbold Jones on 23 March 18"	 24 January 1862	23 March 18	4,9,23
"1)
Louisa Acheson, Countess of Gosford gave birth to Archibald Charles Montagu Brabazon Acheson on 26 May 1877.
2)
Sandy Stewart gave birth to William Morrison Charlap on 15 October 1966.
3)
Georgina Gascoyne-Cecil, Marchioness of Salisbury gave birth to Robert Gascoyne Viscount Cecil on 14 September 1864.
4)
Victoria Beckham gave birth to Cruz David Beckham on 20 February 2005.
5)
Tara Strong gave birth to Sammy James Strong on 05 February 2002.
6)
Sandra Will gave birth to Sorel Johannah Carradine on 28 March 18"	 18 June 1985	28 March 18	8,6,36
"1)
Jemison McBride gave birth to John Paul Hammond on 13 November 1942.
2)
Margaret Garrett gave birth to Edmund Francis Vesey Knox on 23 January 1865.
3)
Julia McConnell gave birth to Addison Mitchell McConnell Jr. on 20 February 1942.
4)
Kōnia gave birth to Bernice Pauahi Pākī on 19 December 1831.
5)
Elizabeth DePeyster Peale gave birth to Aldrovand Peale on 15 October 1795.
6)
Vernita Lee Winfrey gave birth to Oprah Gail Winfrey on 27 April 1962"	 29 January 1954	27 April 1962	16,3,1
"1)
Leslie Landon gave birth to Rachel Lynn Matthews on 25 October 1993.
2)
Teresa Johnson Furse gave birth to Mary Theresa Johnson on 25 July 1815.
3)
Theodosia Blachford gave birth to Mary Blachford on 09 October 1772.
4)
Oveta Culp Hobby gave birth to William Pettus Hobby, Jr. on 19 January 1932.
5)
Archduchess Maria Anna of Austria gave birth to Princess Alicia Maria Teresa Francesca Luisa Pia Anna Valeria of Bourbon-Parma on 13 November 1917.
6)
Princess Marina, Duchess of Kent gave birth to Alexandra Helen Elizabeth Olga Christabel of Kent on 19 July 18"	 25 December 1936	19 July 18	3,6,2
"1)
Lady Mary Grosvenor gave birth to Mary Kathleen Crichton on 08 July 1905.
2)
Sophie, Countess of Wessex gave birth to Lady Louise Alice Elizabeth Mary Mountbatten-Windsor on 08 November 2003.
3)
Caroline Douglas gave birth to Francis William Bouverie Douglas on 08 February 1847.
4)
Jeanne de Batarnay gave birth to Diane de Poitiers on 09 January 1500.
5)
Adele Thompson gave birth to Mary Maxwell on 05 July 1929.
6)
Eunice Newton Foote gave birth to Augusta Newton Foote on 08 February 1858"	 24 October 1844	08 February 1858	26,10,0,18
"1)
Rachel Levien gave birth to Francis Ephraim Cohen on 01 July 1788.
2)
Christian Clark gave birth to James Clark Ross on 15 April 1800.
3)
May Bunny gave birth to Peter Sydney Ernest Aylen on 07 September 1923.
4)
Elizabeth Wooster Stuart Phelps gave birth to Mary Gray Phelps on 31 August 1844.
5)
Pauline Epstein gave birth to Jeffrey Edward Epstein on 20 January 1953.
6)
Grace Pamment gave birth to Peter Reginald Frederick Hall on 23 June 18"	 22 November 1930	23 June 18	8,10,27
"1)
Dorothy Emma M. S. Wood gave birth to Beryl Catherine Myatt on 18 April 1923.
2)
Katharine Buckner McVickar gave birth to Katharine Edith Carlotta Norton on 18 December 1883.
3)
Béatrice Launer gave birth to Joseph Ira Dassin on 05 November 1938.
4)
Kim Addonizio gave birth to Aya Rachel Cash on 13 July 1982.
5)
Blanche Hartman gave birth to Marie Louise Hartman on 11 March 1959.
6)
Harriet Leveson-Gower, Countess Granville gave birth to Georgiana Charlotte Leveson-Gower on 18 December 1884"	 23 September 1812	18 December 1884	5,10,0,66
"1)
Kris Jenner gave birth to Khloé Alexandra Kardashian on 27 June 1984.
2)
Mary Soames gave birth to Nicholas Winston Soames on 12 February 1948.
3)
Anne FitzWilliam gave birth to Elizabeth Cooke on 01 January 1528.
4)
Louisine Havemeyer gave birth to Electra Havemeyer on 16 August 1888.
5)
Elizabeth Rees-Williams gave birth to Jared Francis Harris on 24 August 1961.
6)
Bridget Dryden gave birth to Anne Marbury on 24 June 1887"	 01 January 1591	24 June 1887	19,8,3,7
"1)
Dorothy Amelia Hone gave birth to Phyllis Dorothy James on 03 August 1920.
2)
Estelle Maria Carandini gave birth to Christopher Frank Carandini Lee on 27 May 1922.
3)
Marsha Klonitsky gave birth to Leonard Norman Cohen on 21 September 1934.
4)
Margaret Elizabeth Addington gave birth to Maybelle Addington on 10 May 1909.
5)
Shontell McClain gave birth to Sierra Aylina McClain on 16 March 1994.
6)
Susannah Irlam gave birth to Sarah Wedgwood on 16 March 1894"	 01 January 1734	16 March 1894	24,8,47,47
"1)
Rosalie Annette Bradshaw gave birth to William David Butler Adams on 11 May 1974.
2)
Lady Harriet Chichester gave birth to Anthony Ashley-Cooper, on 31 August 1869.
3)
Violetta Maud Bernheim gave birth to Edith Margaret Emily Ashcroft on 22 July 1907.
4)
Charlotte Shelby gave birth to Juliet Reilly on 25 April 1902.
5)
Janis Seaton gave birth to Amy Jade Winehouse on 14 September 1983.
6)
Grace Pamment gave birth to Peter Reginald Frederick Hall on 22 September 18"	 22 November 1930	22 September 18	0,8,75
"1)
Sally White gave birth to Edith Bolling on 15 October 1872.
2)
Marsha Klonitsky gave birth to Leonard Norman Cohen on 21 September 1934.
3)
Rosemary Edwardes gave birth to Penelope Anne Vere Thompson on 17 March 1966.
4)
Emmie Allingham gave birth to Margery Louise Allingham on 01 January 1904.
5)
Queen Elizabeth The Queen Mother gave birth to Margaret Rose on 21 August 1930.
6)
Emily Thorndike gave birth to Winifred Amy Hart Dyke on 16 October 1884"	 01 January 1881	16 October 1884	20,9,0,14
"1)
Emma Swindells gave birth to Joseph John Thomson on 18 December 1856.
2)
Margaret Shanahan gave birth to Anna Mary Robertson on 07 September 1860.
3)
Clara Jane Simpson gave birth to Herbert Austin on 08 November 1866.
4)
Elizabeth McGibbon gave birth to Walter Houghston on 06 April 1884.
5)
Margaret gave birth to John Saul Howson on 05 May 1816.
6)
Rose Bruskina gave birth to Jacob Bruskin Gershowitz on 18 May 18"	 26 September 1898	18 May 18	23,8,27
"1)
Lady Charlotte Cavendish-Bentinck gave birth to Charles Cavendish Fulke Greville on 02 April 1794.
2)
Dorothy Harrison gave birth to Carole Elizabeth Goldsmith on 31 January 1955.
3)
Charlotte Fanning Stewart gave birth to Katharine Marjory Ramsay on 06 November 1874.
4)
Dorothy Sewall gave birth to Abigail May on 08 October 1800.
5)
Alicja Corona Klenczon gave birth to Jacqueline-Natalie Klenczon on 28 July 1973.
6)
Martha Elizabeth Rouse gave birth to Elizabeth Douglas on 23 April 18"	 10 May 1840	23 April 18	18,7,101
"1)
Frances Alicia Peebles gave birth to Alfred Dickinson Price on 16 September 1857.
2)
Alice Stanley gave birth to St. George William Lane Lane Fox on 14 September 1856.
3)
Margaret Eccles gave birth to Margaret Charlotte French on 15 June 1844.
4)
Sarah Henrietta Thomas gave birth to Henrietta Anne Heathorn on 01 July 1825.
5)
Jean Hale gave birth to Mary Johns Coleman on 21 February 1972.
6)
Princess Louise of Saxe-Gotha-Altenburg gave birth to Francis Albert Augustus Charles Emmanuel of Saxe-Coburg and Gotha on 18 June 1884"	 26 August 1819	18 June 1884	16,10,0,45
"1)
Frances Bevan gave birth to Nesta Helen Bevan on 24 August 1876.
2)
Katherine Jackson gave birth to Michael Joseph Jackson on 29 August 1958.
3)
Florence Kooman gave birth to Mabel Martine Los on 11 August 1968.
4)
Princess Victoria of Hesse and by Rhine gave birth to Princess Louise Alexandra Marie Irene of Battenberg on 13 July 1889.
5)
Lillian Gordy Carter gave birth to James Earl Carter Jr. on 01 October 1924.
6)
Montserrat Morancho Saumench gave birth to Clive Douglas Christopher Joy-Morancho on 18 August 18"	 01 September 1958	18 August 18	2,3,44
"1)
Clara Smith gave birth to Vere Thomas Goold on 02 October 1853.
2)
Dorothy Hammerstein gave birth to Susan Jacobson on 08 March 1928.
3)
Dorothea J. Winterloff gave birth to Dorothea Charlotte Ensko on 12 July 1920.
4)
Julia Ward Howe gave birth to Julia Romana Howe on 01 January 1844.
5)
Montserrat Morancho Saumench gave birth to Clive Douglas Christopher Joy-Morancho on 01 September 1958.
6)
Anne Meara gave birth to Benjamin Edward Meara Stiller on 01 January 18"	 30 November 1965	01 January 18	22,7,105
"1)
Kris Jenner gave birth to Khloé Alexandra Kardashian on 27 June 1984.
2)
Pam Bryant gave birth to Kobe Bean Bryant on 23 August 1978.
3)
Julie Eager gave birth to Rebecca Jane Pearch on 29 August 1959.
4)
Marie Henriette Herzberg gave birth to Gottlieb Wilhelm Leitner on 15 September 1840.
5)
Barbara Ruick gave birth to Joseph Stanley Williams on 01 September 1960.
6)
Anne Squire gave birth to Anne Mary Flower on 01 September 1885"	 04 January 1790	01 September 1885	25,3,40,93
"1)
Vanessa Paradis gave birth to John Christopher Depp III on 09 April 2002.
2)
Carol M. Baldwin gave birth to Stephen Andrew Baldwin on 12 May 1966.
3)
Frederica Eliza Lablache Stewart gave birth to James Lablache Stewart on 06 May 1913.
4)
Anne Hill Carter Lee gave birth to Robert Edward Lee on 19 January 1807.
5)
Catharine Ginna Gilpin gave birth to Catharine Drew Gilpin on 18 September 1947.
6)
Lady Katharine Carnegie gave birth to Evan Frederick Morgan on 18 June 18"	 13 July 1893	18 June 18	16,6,9
"1)
Lady Maria Walpole gave birth to Algernon Edward West on 04 April 1832.
2)
Corinne Roosevelt Robinson gave birth to Corinne Douglas Robinson on 02 July 1886.
3)
Sarah Sally Cole gave birth to Zerelda Elizabeth Cole on 29 January 1825.
4)
Danielle Egan gave birth to Giovanni Alejandro Reyna on 13 November 2002.
5)
Elizabeth Maxwell gave birth to William Stirling on 08 March 1818.
6)
Louisine Havemeyer gave birth to Electra Havemeyer on 23 April 18"	 16 August 1888	23 April 18	2,7,17
"1)
Susanna Crash gave birth to William Hayward Wakefield on 08 August 1801.
2)
Mary Middleton Bainbridge gave birth to Heather Seymour Guinness on 14 August 1910.
3)
Katherine Edith Sadleir gave birth to David Richard Beatty on 17 January 1871.
4)
London King gave birth to Tanner Elle Schneider on 01 January 1989.
5)
Elizabeth Bender Roe Cloud gave birth to Anne Woesha Cloud on 07 September 1918.
6)
Jackie Stallone gave birth to Michael Sylvester Gardenzio Stallone on 01 January 1990"	 06 July 1946	01 January 1990	23,3,55
"1)
Hannah Charlotte Hope-Vere gave birth to Susan Elizabeth Mary Stewart-Mackenzie on 18 May 1845.
2)
Sarah Edwards gave birth to Esther Edwards on 13 February 1732.
3)
Margaret Lambert gave birth to Theobald Wolfe Tone on 20 June 1763.
4)
Mary Constance Wyndham gave birth to Cynthia Mary Evelyn Charteris on 27 September 1887.
5)
Anna Maria Howard gave birth to Maria White on 08 July 1821.
6)
Judith Love Cohen gave birth to Thomas Jacob Black on 17 June 18"	 28 August 1969	17 June 18	10,9,99
"1)
Gladys (?) gave birth to David Royston Bailey on 02 January 1938.
2)
Minnie Riperton gave birth to Maya Khabira Rudolph Riperton on 27 July 1972.
3)
Joan Amory Loomis gave birth to Wilmot Reed Hastings, Jr. on 01 January 1960.
4)
Lucille Glenn gave birth to Cecil Lavel Glenn on 30 July 1966.
5)
Marie Henriette Herzberg gave birth to Gottlieb Wilhelm Leitner on 15 September 1840.
6)
Ida Mabel Limouzin gave birth to Eric Arthur Blair on 01 January 1938"	 25 June 1903	01 January 1938	14,10,66
"1)
Jillian Fink gave birth to Corey Parker Haas on 08 July 1965.
2)
Julia Neale Jackson gave birth to Thomas Jonathan Jackson on 21 January 1824.
3)
Lynne Spears gave birth to Bryan James Spears on 19 April 1977.
4)
Lady Cecilia Gordon-Lennox gave birth to George Charles Bingham on 13 December 1860.
5)
Emily Thorndike gave birth to Winifred Amy Hart Dyke on 01 January 1881.
6)
Hannah Chaplin gave birth to Charles Spencer Chaplin on 18 April 18"	 16 April 1889	18 April 18	2,0,79
"1)
Gloria Rand gave birth to Melanie Ann Shatner on 01 August 1964.
2)
Margaret Astor Chanler gave birth to Margaret Livingston Chanler on 31 October 1870.
3)
Nicola Tyler gave birth to Daniel Tyler on 18 October 1989.
4)
Margaret Justin Blanco White gave birth to Margaret Dusa Waddington on 18 October 1945.
5)
Margaret Garrett gave birth to Alfred William Fortescue Knox on 30 October 1870.
6)
Louise Madeleine Berthe Schueller gave birth to Liliane de Bettencourt on 18 October 18"	 21 October 1922	18 October 18	11,0,70
"1)
Bertha Ida Gordy gave birth to Berry Gordy III on 28 November 1929.
2)
Margot Asquith gave birth to Elizabeth Charlotte Lucy Asquith on 26 February 1897.
3)
Zara Tindall gave birth to Lena Elizabeth Tindall on 18 June 2018.
4)
Nicole Kidman gave birth to Faith Margaret Kidman Urban on 01 January 2010.
5)
Teresa Augello gave birth to Alicia Augello Cook on 25 January 1981.
6)
Neilia Hunter gave birth to Robert Hunter Biden on 23 January 1987"	 04 February 1970	23 January 1987	23,1,25
"1)
Emma Cornelia Harmon gave birth to Frank Clara Folsom on 21 July 1864.
2)
Ellen Maria Clement gave birth to Consuelo Yznaga on 01 January 1853.
3)
Janie Ralli gave birth to Marie Evelyn Byng on 11 January 1870.
4)
Kris Jenner gave birth to Kendall Nicole Jenner on 03 November 1995.
5)
Andrée Belden Maitland gave birth to Howard Brush Dean III on 17 November 1948.
6)
Grace Caroline Swanson gave birth to Hugh Marston Hefner on 23 November 18"	 09 April 1926	23 November 18	28,1,63
"1)
Jo Anne Moore gave birth to John Warnock Hinckley Jr. on 29 May 1955.
2)
Charlotte Shelby gave birth to Juliet Reilly on 25 April 1902.
3)
Emily Anne Curzon gave birth to Arthur William Wentworth Charles Gore on 02 January 1868.
4)
Grace Elizabeth Henley gave birth to Charles Fane De Salis on 19 March 1860.
5)
Sheikh Rehana gave birth to Tulip Rizwana Siddiq on 16 September 1982.
6)
Elizabeth Macy Staton gave birth to Matthew Staton Bomer on 23 April 18"	 11 October 1977	23 April 18	17,8,102
"1)
Rebecca Weir gave birth to Hannah Simpson on 23 November 1798.
2)
Caroline Whitaker gave birth to Alexandra Georgette Christian on 11 June 1865.
3)
Dorothy Hope Franklyn gave birth to George Edward Peter Thorneycroft on 26 July 1909.
4)
Julia Lennon gave birth to John Winston Lennon on 09 October 1940.
5)
Anna Snyder gave birth to Ann Clare Boothe on 10 March 1903.
6)
Mary Cooper gave birth to Sheldon Lee Cooper on 23 March 18"	 26 February 1980	23 March 18	6,5,97
"1)
Esther Eneutseak gave birth to Nancy Helena Columbia Palmer on 01 January 1893.
2)
Lucy Charendoff gave birth to Tara Lyn Charendoff on 12 February 1973.
3)
Polly Carroll Caton gave birth to Marianne Caton on 01 January 1788.
4)
Hannah More Macaulay gave birth to George Otto Trevelyan on 20 July 1838.
5)
Jane Ludwell gave birth to Lucy Chester on 01 January 1709.
6)
Charlotte Shelby gave birth to Margaret Reilly on 01 January 17"	 16 June 1900	01 January 17	5,9,22
"1)
Methyl Gertrude Palfrey gave birth to Margaret Germaine Palfrey on 07 October 1906.
2)
Caroline Belle Wardlaw gave birth to Oceana Wardlaw Martin on 20 September 1885.
3)
Sydney Bowles gave birth to Unity Valkyrie Mitford on 08 August 1914.
4)
Linda McMahon gave birth to Shane Brandon McMahon on 15 January 1970.
5)
Frances Sarah Fuller Maitland gave birth to Lucy Bethia Colquhoun on 01 January 1845.
6)
Mary Soames gave birth to Nicholas Winston Soames on 01 January 18"	 12 February 1948	01 January 18	24,4,66
"1)
Catherine Wood Campbell gave birth to Patricia Campbell Hearst on 20 February 1954.
2)
Angela Thorne gave birth to Laurence David Penry-Jones on 01 August 1977.
3)
Maria Murray gave birth to Milo George Talbot on 01 January 1854.
4)
Adeline Georgina Isabella Wolff gave birth to Algernon Robert Fitzgerald Kingscote on 03 December 1888.
5)
Zelda Fitzgerald gave birth to Frances Scott Fitzgerald on 26 October 1921.
6)
Margaret Charters gave birth to Mary Fairfax on 23 April 1894"	 26 December 1780	23 April 1894	10,2,2,99
"1)
Gloria Rand gave birth to Lisabeth Mary Shatner on 06 June 1961.
2)
Patricia Laidlaw gave birth to James Hugh Calum Laurie on 11 June 1959.
3)
Elizabeth II gave birth to Andrew Albert Christian Edward on 19 February 1960.
4)
Mary Ruth Parker-Brooke gave birth to Rupert Chawner Brooke on 03 August 1887.
5)
Janina Milosz gave birth to John Peter Milosz on 22 January 1951.
6)
Rosalind Hamilton, Duchess of Abercorn gave birth to James Edward Hamilton on 23 June 18"	 29 February 1904	23 June 18	10,3,83
"1)
Princess Marina, Duchess of Kent gave birth to Alexandra Helen Elizabeth Olga Christabel of Kent on 25 December 1936.
2)
Caroline Belle Wardlaw gave birth to Oceana Wardlaw Martin on 20 September 1885.
3)
Eva Buckman gave birth to Mabel Ellen Dove on 01 January 1905.
4)
Hannah Milhous Nixon gave birth to Richard Milhous Nixon on 09 January 1913.
5)
Charlotte Matilda Chamberlayne de Tankerville gave birth to Herbert Arthur Chamberlayne Blythe on 21 September 1849.
6)
Amelia Long gave birth to Bryan Waller Procter on 16 December 1884"	 21 November 1787	16 December 1884	4,11,33,2
"1)
Naomi Loveday Josling gave birth to Jeremy Bernard Corbyn on 01 January 1949.
2)
Sheila A. Wolf gave birth to Alex Thomas Wolf on 18 May 2005.
3)
Helen Louella gave birth to Richard Dale Snyder on 19 August 1958.
4)
Catherine Dupré gave birth to Francis Wallace Grenfell on 29 April 1841.
5)
Katharine Buckner McVickar gave birth to Katharine Edith Carlotta Norton on 18 December 1883.
6)
Roberta Remsen Laidlaw gave birth to Malcolm Stevenson Forbes Jr. on 20 April 18"	 18 July 1947	20 April 18	2,7,18
"1)
Isabella Goodrich Breckinridge gave birth to Mary Marvin Breckinridge on 05 October 1905.
2)
Eleanor Acland gave birth to Richard Thomas Dyke Acland on 26 November 1906.
3)
Elisabeth Knatchbull-Hugessen gave birth to George Samuel Knatchbull Young on 16 July 1941.
4)
May Davenport Seymour gave birth to Anne Seymour Eckert on 11 September 1909.
5)
Beverley Callard gave birth to Rebecca Jayne Atkinson on 01 January 1977.
6)
Margaret Elizabeth Addington gave birth to Maybelle Addington on 16 April 18"	 10 May 1909	16 April 18	19,8,13
"1)
Carole Middleton gave birth to Catherine Elizabeth Middleton on 09 January 1982.
2)
Thelma Leeds gave birth to Albert Lawrence Brooks on 22 July 1947.
3)
Grimes gave birth to X AE A-XII Musk on 04 May 2020.
4)
Queen Victoria gave birth to Albert Edward on 09 November 1841.
5)
Janet Sheen gave birth to Carlos Irwin Estévez on 03 September 1965.
6)
Margaret Susan Mitford gave birth to Mary Rothes Margaret Tyssen-Amherst on 23 April 1892"	 25 April 1857	23 April 1892	18,0,0,24
"1)
Bunty Souter gave birth to James Gordon Brown on 20 February 1951.
2)
Vanessa Bell gave birth to Angelica Vanessa Bell on 25 December 1918.
3)
Odessa Grady Clay gave birth to Cassius Marcellus Clay, Jr. on 17 January 1942.
4)
Helen Matilda Mason gave birth to Wayne James McMeekan on 30 January 1914.
5)
Jessica Smith gave birth to Gordon Harold Smith on 25 May 1952.
6)
Gerda Frances Marion Bushel Johnson gave birth to Robert Spear Hudson on 20 January 1942"	 15 August 1886	20 January 1942	14,7,104
"1)
Helen Stern gave birth to Michael Sedgwick on 10 January 1953.
2)
Mary, Crown Princess of Denmark gave birth to Josephine Sophia Ivalo Mathilda of Denmark on 08 January 2011.
3)
Lucy Charendoff gave birth to Tara Lyn Charendoff on 12 February 1973.
4)
Frances Ford Seymour gave birth to Jayne Seymour Fonda on 21 December 1937.
5)
Fenella Hepburn-Stuart-Forbes-Trefusis gave birth to Anne Ferelith Fenella Bowes-Lyon on 04 December 1917.
6)
Etterlene DeBarge gave birth to Jonathan Arthur DeBarge on 23 December 18"	 23 June 1966	23 December 18	0,6,11
"1)
Dorothy Bullitt gave birth to Dorothy Priscilla Bullitt on 24 September 1920.
2)
Julia Matilda Waley gave birth to Dorothea Waley Cohen on 17 December 1882.
3)
Theodora Kroeber gave birth to Ursula Kroeber on 21 October 1929.
4)
Margaret Davies gave birth to John Davies Cale on 09 March 1942.
5)
Frances Ford Seymour gave birth to Jane Seymour Fonda on 21 December 1937.
6)
Eileen Paisley, Baroness Paisley of St George\'s gave birth to Ian Richard Kyle Paisley on 23 April 1942"	 01 January 1966	23 April 1942	29,11,16
"1)
Maratye Bennet gave birth to Abraham Cashow on 01 January 1814.
2)
Sandy Stewart gave birth to William Morrison Charlap on 15 October 1966.
3)
Methyl Gertrude Palfrey gave birth to Joanna Oakes Palfrey on 30 January 1915.
4)
Helen Frances Warren gave birth to Francis Warren Pershing on 24 June 1909.
5)
Mary Smith gave birth to Mary Anne MacLeod on 10 May 1912.
6)
Eleanor Isabel Dalyell gave birth to Thomas Dalyell Loch on 20 June 18"	 09 August 1932	20 June 18	39,7,45
